pond_id,cycle_id,measured_date,morning_temperature,evening_temperature,morning_do,evening_do,morning_salinity,evening_salinity,morning_pH,evening_pH,transparency,turbidity,ammonia,nitrate,nitrite,alkalinity,hardness,calcium,magnesium,carbonate,bicarbonate,tom,total_plankton_
30350,9103,2022-09-12,27.07025,,5.82775,,14.78875,,7.15725,,,,,,,,,,,,,,
31457,17225,2022-06-21,27.0,29.0,,,27.0,,8.2,8.3,65.0,,,,0.041,140.0,5205.0,375.0,174.0,8.0,132.0,95.0,740000.0
32209,17218,2022-11-24,27.5715,27.279,4.4425,5.372,34.541,34.08,7.421,,,,,,,,,,,,,,
21972,18937,2021-06-26,27.3,28.2,5.05,5.38,28.0,,7.54,8.2,25.0,,,,,,,,,,,,
12528,17438,2021-07-09,27.0,30.0,,,,,7.7,8.1,30.0,,,,,,,,,,,,
32196,20857,2022-08-03,25.285,,5.523,,22.216,,7.59,,,,,,,,,,,,,,
24271,16961,2021-06-29,28.151,30.843,3.539,4.561,1.4,1.332,8.106,,,,,,,,,,,,,,
36831,19239,2023-01-28,27.7,27.6,4.59,4.5,26.3,,7.39,,32.5,,,,,,,,,,,,
35986,16006,2022-10-31,,,,,,,,,,,,,,,,,,,,,
34708,18912,2022-10-30,27.7,29.0,4.4,4.625,,,7.766666667,7.8,25.0,,,,,,,,,,,,
33025,16803,2022-11-14,28.0,,,,25.0,,7.3,,,,,,,,,,,,,,
36139,19484,2023-02-23,29.8,,5.49,,16.6,,9.04,,,,,,,,,,,,,,
36139,20956,2023-06-26,27.86,29.64,4.88,4.88,17.11,18.48,8.31,,,,,,,,,,,,,,
7369,16334,2022-11-05,30.1,33.8,4.31,6.67,29.0,29.2,7.71,8.83,23.0,,,1.0,,168.0,5756.76,338.0,1193.0,,,,390000.0
12522,20407,2021-07-06,27.0,29.0,,,,,7.5,,42.5,,,,,,,,,,,,
32250,19671,2022-11-09,29.766,31.944,6.418,8.183,9.521,9.178,7.33,,,,,,,,,,,,,,
30609,15778,2022-08-13,27.6,29.5,,,,,8.14,,25.0,,,,,,,,,,,,
31460,15308,2022-11-01,27.0,29.0,,,30.0,,8.7,9.0,42.5,,,,0.02,96.0,5200.0,360.0,1176.0,24.0,72.0,74.0,90000.0
36814,19686,2022-12-08,29.6,31.1,4.5,4.47,30.5,,7.5,,45.0,,,,,,,,,,,,
32246,19519,2022-09-25,30.992,33.792,5.598,6.246,17.315,17.096,8.08,,,,,,,,,,,,,,
12549,20184,2022-06-05,26.8,30.6,,,,,8.4,8.5,55.333333333,,,,,,,,,,,,
32206,18635,2022-09-20,26.7,33.5,4.0,4.2,42.0,37.7,8.23,,,,,,,,,,,,,,
31250,19369,2022-09-07,28.0,,,,20.0,,7.83,,90.0,,,,,,,,,,,,
33946,19693,2023-01-18,26.5,,5.6,,25.2,,7.91,,35.0,,,,,,,,,,,,
19637,20664,2021-11-12,,28.6,,5.155,28.0,29.0,7.8,,17.5,,,,,,,,,,,,
13250,12348,2023-01-31,28.475,29.412,5.962,9.233,11.0,11.0,7.741,,30.0,,,,,,,,,,,,
7367,19044,2022-11-23,28.8,30.4,3.63,7.58,26.0,26.0,8.0,8.4,33.0,,,,,,,,,,,,250001.0
12664,18673,2022-03-04,20.0,25.0,,,12.7,12.8,8.28,,,,,,,,,,,,,,
18213,18396,2022-06-20,,29.9,,90.0,,17.0,,,40.0,,,,,,,,,,,,
38250,19684,2023-03-27,,,,,32.0,,8.5,8.7,55.0,,,,0.124,122.0,6100.0,440.0,1215.0,8.0,114.0,101.62,1263000.0
32790,18223,2022-10-14,27.6,31.5,4.0,4.0,5.0,5.48,7.85,8.5,,,,,,,,,,,,,
31471,12853,2022-05-29,28.0,29.0,,,29.0,,8.0,8.3,27.5,,,,,,,,,,,,
34707,14437,2022-10-27,27.6,29.0,4.3,7.5,,,8.3,8.6,30.0,,,,,,,,,,,,
31442,15511,2022-06-14,28.0,30.0,,,31.0,31.0,8.0,8.2,35.0,,,,,,,,,,,,
37801,15983,2023-06-08,27.64,29.64,4.88,4.87,16.78,16.77,8.21,,,,,,,,,,,,,,
19198,17739,2021-09-12,,30.3,,7.25,,,,,120.0,,,,,,,,,,,,
34732,16575,2023-03-06,29.433333333,31.2,5.633333333,5.933333333,,,,,35.0,,,,,,,,,,,,
38465,18817,2023-06-07,,29.64,,3.89,,21.47,,,,,,,,,,,,,,,
30610,19072,2022-06-17,27.9,29.5,5.3,,,,8.73,8.96,45.0,,,,,,,,,,,,
30610,19072,2022-07-19,27.1,29.3,,,,,8.19,,25.0,,,,,,,,,,,,
30610,19072,2022-08-16,28.0,30.4,4.2,,,,8.14,,30.0,,,,,,,,,,,,
30610,19803,2023-01-05,28.1,29.9,4.6,,,20.0,8.03,,35.0,,,,,,,,,,,,
37103,21834,2023-04-04,29.736,33.108,5.174,6.257,10.306,9.227,8.67,,,,,,,,,,,,,,
37103,21834,2023-05-11,28.401,30.051,5.106,6.163,10.797,9.9,8.478,,,,,,,,,,,,,,
34729,20975,2023-05-15,26.3,27.366666667,4.8,6.466666667,,19.3,7.3,8.2,40.0,,,,,,,,,,,,
34727,16136,2023-01-29,30.6,32.5,5.0,5.6,,,8.6,8.5,45.0,,,,,,,,,,,,
18213,23359,2022-10-18,25.3,27.1,12.5,12.6,18.0,18.0,8.1,,47.5,,,,,,,,,,,,
9986,18923,2022-02-05,,,,,33.0,33.0,8.4,8.4,,,,,,,,,,,,,
32273,9094,2022-06-15,25.3,29.5,5.0,8.0,15.0,12.0,7.93,8.24,,,,1.0,0.0,104.0,,,0.0,0.0,104.0,,1800000.0
36586,17746,2022-12-24,27.0,28.0,,,21.0,,7.5,7.8,25.0,,,,,,,,,,,,
37101,17187,2023-04-07,27.954,28.868,4.345,4.258,18.3,17.981,7.889,8.102,,,,,,,,,,,,,
38258,18734,2023-04-28,,29.6,,6.06,26.0,,7.9,8.3,42.5,,,,,,,,,,,,
32640,17726,2022-11-15,28.0,31.0,,,33.0,,7.9,8.5,32.5,,,,,,,,,,,,
6,15805,2022-03-15,27.8,28.981,5.14,5.487,27.5,21.832,7.95,8.716,55.0,,,,,,,,,,,,
13251,20936,2022-08-24,27.985,30.113,5.472,4.866,16.679,18.534,8.052,8.155,27.5,,,,,,,,,,,,
5,17632,2022-04-09,28.071,30.67,6.686,6.902,11.179,10.515,7.83,8.362,35.0,,,,,,,,,,,,
32246,19519,2022-10-14,28.025,28.733,4.75,6.727,13.898,13.539,8.238,,,,,,,,,,,,,,
34588,18231,2022-08-13,27.867,30.564,5.586,6.16,12.707,12.01,8.054,,,,,,,,,,,,,,
34731,18142,2023-02-01,30.1,32.5,4.7,6.6,,,,,45.0,,,,,,,,,,,,
36095,20944,2022-11-23,27.0,,,,34.0,,7.7,,52.5,,,,,,,,,,,,
32259,15304,2022-09-13,28.355,31.561,5.424,6.149,17.759,18.418,8.329,,,,,,,,,,,,,,
34429,15289,2022-10-16,29.019,32.551,4.198,7.788,8.784,9.658,8.442,,,,,,,,,,,,,,
31246,19063,2022-04-07,27.0,,,,28.0,,8.0,,90.0,,,,,,,,,,,,
34702,17628,2022-10-25,27.0,28.6,4.45,6.95,32.0,,8.2,8.3,35.0,,,,0.039,,,,,,,,
18211,17728,2022-10-02,,28.6,,6.2,,19.0,,,30.0,,,,,,,,,,,,
19196,9097,2021-10-13,,30.05,,5.645,32.0,33.0,8.2,,60.0,,,,,,,,,,,,
34719,18148,2023-01-03,28.6,30.2,4.5,4.733333333,38.0,,7.6,7.8,,,,,1.06,,,,,,,,
13249,19049,2022-08-29,27.958,29.984,5.394,4.987,17.728,18.284,7.694,7.784,32.5,,,,,,,,,,,,
31877,15516,2022-12-23,28.0,28.0,,,22.0,,8.1,7.7,32.5,,,,,,,,,,,,
16050,12864,2022-03-12,28.0,30.0,5.3,7.3,30.0,30.0,8.7,,75.0,,,,,,,,,,,,
31447,18740,2022-06-23,28.0,31.0,,,30.0,30.0,8.3,8.6,65.0,,,,,,,,,,,,
32319,22268,2022-06-11,,,,,19.0,,7.9,,30.0,,,,,,,,,,,,
32399,14579,2022-06-20,28.969,30.721,6.352,4.069,11.765,11.43,8.255,8.743,,,,,,,,,,,,,
34733,19303,2022-11-24,29.0,30.2,3.1,2.516666667,,,7.0,7.2,45.0,,,,,,,,,,,,
32200,17885,2022-09-18,28.6,31.0,4.2,5.22,32.5,35.0,8.42,,,,,,,,,,,,,,
34694,15819,2023-01-29,30.6,33.5,5.2,7.3,,,7.8,8.2,50.0,,,,,,,,,,,,
1,12866,2023-01-04,27.899,30.74,6.165,5.95,13.678,14.161,8.435,8.695,75.0,,,,0.013,134.0,2586.0,203.0,558.0,20.0,114.0,45.85,42.0
34706,18237,2023-02-21,30.733333333,33.2,4.733333333,5.633333333,29.0,,,,30.0,,,,0.62,,,,,,,,
35754,20948,2022-12-22,,,,,7.0,,7.8,,35.0,,,,,,,,,,,,
35562,22445,2022-11-27,28.204,30.023,6.805,4.948,16.809,15.766,8.116,8.726,30.0,,,,,,,,,,,,
36088,16958,2022-11-13,28.0,,,,35.0,,7.7,,35.0,,,,,,,,,,,,
31463,18834,2022-04-21,27.0,27.0,,,25.0,25.0,8.5,8.8,90.0,,,,,,,,,,,,
31463,19307,2023-02-02,26.0,29.0,,,19.0,,7.5,8.0,27.5,,,,,,,,,,,,
40876,21023,2023-03-16,0.0,31.2,0.0,10.0,24.0,,,,28.0,,0.0,,0.0,92.0,,,,,,,
24758,16341,2022-02-14,25.0,28.0,6.2,5.0,15.0,15.0,8.2,8.6,,,,,,,,,,,,,
34711,18671,2023-02-19,28.366666667,30.0,4.466666667,6.316666667,,,,,30.0,,,,,,,,,,,,
30344,19314,2022-06-17,28.0,29.0,,,,,7.5,,,,,,,,,,,,,,
38592,16008,2023-03-23,29.964,30.2,3.981,4.13,14.606,14.44,7.807,,,,,,,,,,,,,,
14352,16215,2022-11-12,,,,4.3,,,,7.3,40.0,,,,,,,,,,,,
36819,23529,2022-12-14,30.2,31.1,4.02,4.44,30.5,,7.3,,27.5,,0.004,2.0,0.0,110.0,5200.0,360.0,1264.0,0.0,110.0,107.0,1560000.0
37100,14438,2023-04-12,28.996,30.17,4.246,3.516,18.605,18.302,7.868,,,,,,,,,,,,,,
34575,18751,2022-03-23,,,,,25.0,,7.9,,25.0,,,,,145.0,,,,,,,
31329,16064,2022-05-15,27.2,,6.42,,13.5,,8.15,,,,,,,,,,,,,,
20102,17753,2022-04-17,28.0,32.0,,4.0,22.0,22.0,8.0,8.2,37.5,,,,,,,,,,,,
12552,20600,2022-05-18,28.7,31.2,,,,,8.7,8.9,100.0,,,,,,,,,,,,
12552,20600,2022-06-02,27.6,30.7,,,,,8.2,8.3,83.666666667,,,,,,,,,,,,
20917,12857,2022-09-05,27.5,,6.22,,25.0,,7.53,,50.0,,,,,,,,,,,,
39725,15434,2021-10-16,,,,,,,,,40.0,,,,,,,,,,,,
32324,17640,2022-07-06,,,,,10.0,,7.9,,40.0,,,,,130.0,,,,,,,
34725,16154,2023-01-31,30.4,30.4,4.5,4.5,,,7.6,7.6,25.0,,,,,,,,,,,,
34727,16136,2023-02-02,31.2,32.1,3.8,5.3,,,,,75.0,,,,,,,,,,,,
32294,19375,2022-06-11,28.459,31.568,4.392,8.964,15.864,14.172,7.841,7.951,,,,,,,,,,,,,
32196,20857,2022-08-13,28.987,30.348,4.963,5.633,26.397,26.524,7.421,7.95,,,,,,,,,,,,,
32236,18325,2022-08-24,26.2,29.6,5.299,5.58,28.417,29.4,7.401,7.54,,,,,,,,,,,,,
36087,15068,2022-11-09,28.0,,,,35.0,,7.8,,25.0,,,,,,,,,,,,
31466,17741,2022-05-27,27.0,28.0,,,26.0,,8.1,8.6,37.5,,,,,,,,,,,,
31466,21089,2022-11-21,28.0,31.0,,,30.0,,8.8,9.2,69.0,,,,,,,,,,,,
20914,12856,2022-07-23,27.4,,5.34,,22.0,,8.9,,55.0,,,,,,,,,,,,
33945,18360,2022-12-06,27.6,29.1,5.4,5.7,25.3,25.5,8.16,8.2,41.5,,,,,,,,,,,,
14349,12863,2023-02-25,,28.0,,4.7,,,,7.7,35.0,,,,,,,,,,,,
34717,19316,2022-11-14,29.233333333,29.866666667,4.633333333,5.516666667,,,8.1,8.2,35.0,,,,,,,,,,,,
34717,19316,2022-12-23,26.1,28.2,5.4,4.733333333,,,7.3,7.4,25.0,,,,,,,,,,,,
16048,14577,2022-04-19,27.469,29.625,4.043,3.785,18.079,17.37,8.916,,50.0,,,,,,,,,,,,
33291,19808,2022-10-02,27.18,29.902,4.905,6.01,33.21,33.528,8.123,,,,,,,,,,,,,,
30609,19068,2022-11-07,29.0,30.1,6.6,,,11.0,7.9,,65.0,,,,,,,,,,,,
38252,14630,2023-04-06,,,,,28.0,,8.1,8.5,35.0,,,,0.01,,,,,,,,4895000.0
32244,18590,2022-06-13,26.4,29.9,6.0,7.6,21.0,21.0,7.8,,,,,,,,,,,,,,
23703,10711,2021-08-25,27.734,30.593,2.108,3.833,11.823,10.939,7.674,,,,,,,,,,,,,,
34732,16575,2023-03-29,27.8,28.4,4.6,4.62,,,7.4,7.4,,,,,,,,,,,,,
31335,17857,2022-04-01,,,6.02,5.48,14.6,14.9,8.69,,,,,,,,,,,,,,
12537,12868,2022-07-08,26.8,29.9,,,,,7.6,,36.0,,,,,,,,,,,,
32295,19319,2022-09-02,28.984,34.756,3.893,10.805,12.32,10.552,7.716,8.469,,,,,,,,,,,,,
19194,17717,2021-10-06,28.2,30.2,4.32,4.88,36.0,36.0,7.8,,40.0,,,,,,,,,,,,
38265,21595,2023-05-06,,30.5,,5.36,25.0,,7.7,7.9,32.5,,,,,,,,,,,,
34688,17274,2023-01-05,30.4,32.6,4.35,6.2,,,8.0,8.2,27.7,,,,,,,,,,,,
34688,17274,2023-01-18,29.5,31.3,4.35,5.266666667,,,7.9,8.2,32.5,,,,,,,,,,,,
34688,17274,2023-01-31,30.8,32.2,4.233333333,4.766666667,,,7.5,7.8,35.0,,,,,,,,,,,,
13268,16328,2022-08-23,,,,,,22.0,,,,,,,0.015,174.0,3900.0,700.0,3200.0,,174.0,111.0,200000.0
38744,16336,2023-05-27,,,,,,,7.8,,,,,,,,,,,,,,
36586,17746,2023-01-25,28.0,29.0,,,18.0,,7.2,7.9,30.0,,,,,,,,,,,,
39614,20943,2023-05-11,27.98,28.528,4.458,5.04,22.336,21.262,8.219,8.282,,,,,,,,,,,,,
20913,12357,2022-08-25,27.0,,5.41,,25.0,,7.55,,40.0,,,,,,,,,,,,
31478,15219,2022-05-14,,,,,30.0,,8.9,,110.0,,,,,104.0,,,,40.0,64.0,67.0,
20917,12857,2022-08-06,,,,,20.0,,7.69,,60.0,,,,,,,,,,,,
38700,14693,2023-03-28,27.892,31.207,1.841,2.515,22.455,21.068,7.416,,,,,,,,,,,,,,
31374,19683,2022-04-20,26.0,28.3,5.9,6.1,25.3,25.5,8.06,8.32,25.0,,,,,,,,,,,,
20910,19098,2022-10-12,27.0,,5.97,,25.0,,7.49,,50.0,,,,,,,,,,,,
34731,16167,2022-09-05,24.2,25.6,5.4,5.25,20.0,,7.2,7.2,55.0,,,,,,,,,,,,
32245,18028,2022-08-19,27.273,28.473,4.36,4.65,16.984,16.415,7.806,7.834,,,,,,,,,,,,,
31335,17857,2022-04-23,26.8,,5.35,,13.4,,8.4,,,,,,,,,,,,,,
38262,18833,2023-04-11,,,,,24.0,,8.1,8.3,67.5,,,,,,,,,,,,
36834,18253,2022-12-19,28.3,30.5,4.0,4.19,27.5,,7.3,,37.5,,,,,,,,,,,,
18357,18670,2021-12-07,26.0,29.0,5.19,4.69,,27.0,7.5,7.87,,,0.01,3.0,0.03,128.0,5300.0,1200.0,4100.0,0.0,128.0,62.0,0.0
18355,13308,2021-11-30,28.0,29.0,5.11,4.37,,24.0,7.74,8.05,,,0.021,3.0,0.034,144.0,5300.0,1000.0,4300.0,0.0,144.0,47.0,0.0
30349,15006,2022-06-06,26.822,,0.0,,14.398,,8.778,,22.5,,0.09,,,,,,,,,,
18356,18911,2021-12-09,28.0,30.0,4.55,4.2,,25.0,7.65,8.0,,,0.04,3.0,0.05,148.0,5400.0,1100.0,4300.0,0.0,148.0,62.0,0.0
36830,19681,2022-11-12,28.7,,5.33,,35.0,,8.15,,,,0.022,2.0,0.0,103.0,5850.0,900.0,4950.0,0.0,103.0,49.0,442500.0
7387,20662,2022-12-03,28.3,32.0,4.25,6.64,26.0,25.0,6.8,7.4,23.0,,0.6,1.0,,169.0,4661.159,267.0,970.0,,,,390000.0
31329,16064,2022-06-06,28.5,28.9,6.2,6.25,15.1,15.0,7.83,8.3,,,,,,,,,,,,,
7369,17721,2023-03-30,,,,,27.0,26.0,7.8,8.0,,,,,,,,,,,,,
7364,20750,2023-04-14,,,,,23.0,24.0,8.0,8.4,,,,,,,,,,,,,
12542,14822,2022-06-04,27.2,30.4,,,,,8.2,8.6,51.666666667,,,,,,,,,,,,
33317,16802,2022-06-15,,,,,10.0,,8.0,7.7,26.0,,,,,115.0,,,,,,,
34689,19600,2023-01-19,29.6,31.9,4.4,5.8,,,7.7,7.8,40.0,,,,,,,,,,,,
31878,21019,2022-05-06,28.0,31.0,,,27.0,27.0,9.1,9.3,55.0,,,,,,,,,,,,
25400,17437,2022-08-06,,30.5,,4.6,,26.0,,,75.0,,,,,,,,,,,,
18389,19065,2021-12-08,27.0,30.0,4.85,4.15,,27.0,7.66,8.04,,,0.014,3.0,0.034,120.0,5000.0,1200.0,3800.0,0.0,120.0,61.0,0.0
22418,20526,2022-07-30,27.0,27.0,7.5,7.8,28.0,28.0,9.0,,90.0,,,,,,,,,,,,
33163,14587,2022-07-12,27.342,28.294,4.808,4.361,14.211,14.43,7.701,,,,,,,,,,,,,,
18356,18911,2021-11-09,29.0,30.0,5.27,4.9,,25.0,7.69,8.0,,,0.035,3.0,0.064,144.0,5500.0,1200.0,4300.0,12.0,132.0,59.0,0.0
14350,15982,2022-10-06,,29.8885,,4.551,,31.128,,7.818,35.0,,,,,,,,,,,,
34728,18535,2023-02-17,29.266666667,31.2,4.6,5.714285714,,,,,40.0,,,,,,,,,,,,
31255,21025,2022-09-11,,,,,20.0,,7.8,,70.0,,,,,,,,,,,,
32231,16330,2022-08-02,28.045,30.0,3.76,7.5,21.743,21.0,8.145,,,,,,,,,,,,,,
21974,18403,2021-04-28,29.0,29.5,5.16,5.35,24.0,,7.85,8.28,27.5,,,,,,,,,,,105.54,0.0
31465,15772,2022-12-29,25.0,26.0,,,21.0,,7.5,7.9,30.0,,,,,,,,,,,,
38368,12869,2023-03-04,27.123,28.014,6.161,7.512,15.226,15.106,8.539,,85.0,,,,,,,,,,,,
34724,15505,2022-07-12,24.6,25.3,3.9,5.4,,,7.5,7.6,110.0,,,,,,,,,,,,
34724,15505,2022-09-02,22.4,22.4,5.3,4.6,18.0,,7.0,7.1,30.0,,,,,,,,,,,,
37708,20246,2023-01-17,29.0,27.0,6.9,7.4,8.0,10.0,8.1,8.0,45.0,,,,,,,,,,,,
38265,21595,2023-06-01,,28.3,,5.38,33.0,,7.8,8.0,47.5,,,,,,,,,,,,45000.0
35778,19669,2022-10-12,,,,,5.0,,7.7,,32.0,,,,,,,,,,,,
34715,22184,2022-11-02,28.4,28.933333333,4.85,4.866666667,,,8.4,8.4,75.0,,,,,,,,,,,,
20912,16365,2022-08-16,,,,,24.0,,7.54,,35.0,,,,,,,,,,,,
18212,18732,2022-06-21,27.5,29.6,7.0,8.3,23.0,21.0,8.2,,25.0,,,,,,,,,,,,
31333,14824,2022-04-09,26.9,28.6,5.3,5.0,15.6,14.9,8.32,,,,,,,,,,,,,,
32197,19685,2022-11-21,27.4,28.5,,,29.0,30.0,7.7,,,,,,,,,,,,,,
13251,20936,2022-09-15,28.303,31.234,5.66,7.749,18.245,18.625,7.722,,10.0,,,,,,,,,,,,
34693,21026,2023-02-11,30.7,32.6,4.2,6.466666667,,,,,35.0,,,,,,,,,,,,
33335,12484,2022-11-01,,30.0,,,,11.0,,7.8,50.0,,,,,,,,,,,,
34977,19696,2022-07-21,28.5,,5.2,,24.0,,8.9,,50.0,,,,,,,,,,,,
34491,23362,2023-03-22,,,,,,,,6.6,,,,,,,,,,,,,
38758,17941,2023-05-07,,,,,,,8.4,,,,,,,,,,,,,,
32730,20076,2022-05-19,,30.2,,7.0,,22.0,,,,,,,,,,,,,,,
7385,15305,2023-05-25,,,,,25.0,25.0,8.0,8.3,,,,,,,,,,,,,57500.0
32206,18635,2022-10-11,29.8,28.9,3.14,5.5,39.8,40.1,8.47,,,,,,,,,,,,,,
34726,20978,2022-09-09,26.0,27.0,3.8,6.9,,,8.1,8.3,50.0,,,,,,,,,,,,
32939,15217,2022-11-16,30.323,,7.038,,10.178,,7.482,,,,,,,,,,,,,,
31878,21019,2022-05-08,29.0,31.0,,,27.0,27.0,9.2,9.3,50.0,,,,,,,,,,,,
21973,18918,2021-07-16,26.5,27.7,4.71,4.78,33.0,,7.41,8.0,42.5,,,,,120.0,5769.99,340.0,1195.0,0.0,120.0,,0.0
40388,19471,2023-06-01,,30.901,,5.516,,24.312,,,,,,,,,,,,,,,
32892,16055,2022-06-10,,30.0,,0.03,,16.0,,8.4,35.0,,,,,120.0,,,,,,,
32249,22307,2022-07-05,29.085,25.0,4.905,8.598,17.727,21.381,7.733,,,,,,,,,,,,,,
32505,15773,2022-06-08,27.7,29.6,6.7,6.5,22.0,23.0,7.8,7.9,,,,,,,,,,,,,
19152,9105,2022-08-17,27.5,29.0,,,18.0,18.0,7.9,8.2,40.0,,,,,,,,,,,,
18350,19315,2021-12-31,28.0,30.0,5.0,4.38,,28.0,7.74,8.13,,,,,,,,,,,,,
33358,17747,2022-06-13,,,,,20.0,,8.0,,15.0,,,,,140.0,,,,,,,
7368,19050,2023-05-23,,,,,27.0,27.0,8.2,8.7,35.0,,,,,,,,,,,,
14352,16215,2022-12-05,,,,4.0,,,,7.5,40.0,,,,,,,,,,,,
36819,23529,2022-12-22,28.9,28.8,4.9,4.69,,29.5,7.5,,25.0,,,,,,,,,,,,
32197,19066,2022-07-26,24.22,27.544,5.23,5.71,20.164,20.22,7.311,7.521,,,,,,,,,,,,,
20913,12357,2022-07-29,28.5,,5.34,,21.0,,8.6,,55.0,,,,,,,,,,,,
14350,15982,2022-11-14,,,,4.4,,,,7.3,25.0,,,,,,,,,,,,
36828,17609,2022-11-21,28.7,30.3,5.36,5.63,35.0,,8.32,,82.5,,,,,,,,,,,,
12085,16465,2022-07-13,,,,,,,,,,,,,,,,,,,,,
32305,16708,2022-05-22,28.294,30.026,6.116,5.925,9.132,8.9,7.787,,,,,,,,,,,,,,
34726,20978,2022-08-28,24.8,25.9,5.033333333,5.85,,,6.9,7.4,70.0,,,,,,,,,,,,
34709,18877,2022-10-15,28.2,28.7,4.233333333,5.85,,,8.2,8.4,52.5,,,,,,,,,,,,
34696,15487,2022-10-29,27.633333333,28.8,3.066666667,5.966666667,,,,,25.0,,,,,,,,,,,,
36087,15068,2022-10-10,29.0,,,,34.0,,7.6,,30.0,,,,,,,,,,,,
13268,16328,2022-07-30,,,,,17.0,17.0,8.3,,40.0,,,,,,,,,,,,
7365,12867,2022-09-27,,,,,30.0,30.0,8.1,8.4,,,,,,,,,,,,,117500.0
31476,19298,2022-07-28,25.0,28.0,,,30.0,,8.0,8.1,32.5,,,,0.071,139.0,5576.0,379.0,1263.0,0.0,139.0,115.0,190000.0
34722,22601,2023-05-11,25.8,26.7,4.1,5.5,,,7.4,7.2,35.0,,,,,,,,,,,,
34733,20841,2023-03-06,29.7,31.2,4.633333333,6.0,,,,,35.0,,,,,,,,,,,,
13251,20936,2022-10-03,28.508,31.372,4.706,6.331,14.548,13.226,7.473,,40.0,,,,,,,,,,,,
31451,14583,2022-05-07,29.0,31.0,,,29.0,29.0,8.4,8.5,85.0,,,,,,,,,,,,
34694,15819,2023-01-11,30.333333333,32.3,4.466666667,6.533333333,,,8.1,8.2,35.0,,,,,,,,,,,,
12273,17831,2022-05-21,28.412,29.939,7.684,8.618,21.581,20.573,8.278,,45.0,,,,,,,,,,,,
35567,10703,2022-11-27,28.690666667,30.33,5.988,7.263,16.990666667,16.525,8.326,,30.0,,,,,,,,,,,,
18394,17633,2021-11-05,29.0,31.0,4.78,6.3,,25.0,7.7,8.0,,,,,,,,,,,,,
18394,17633,2021-12-01,28.0,30.0,5.24,4.42,,23.0,7.68,8.05,,,,,,,,,,,,,
33364,12491,2022-07-14,,,,,10.0,,8.2,,18.0,,,,,,,,,,,,
34729,20975,2023-04-24,27.5,28.9,4.0,6.3,,,7.4,7.5,45.0,,,,,,,,,,,,
20920,21598,2022-08-24,27.7,,5.24,,23.0,,7.39,,50.0,,0.01,,0.1,110.0,824.0,330.0,900.0,,110.0,154.0,355000.0
30788,15106,2022-04-15,27.0,29.4,7.3,6.9,13.0,12.0,8.55,9.07,30.0,,,,,,,,,,,,
2,17043,2023-02-28,27.807,30.217,4.476,4.023,19.1795,18.589,8.3125,8.443,50.0,,,,,,,,,,,,
34723,18277,2023-02-15,29.6,30.9,4.866666667,5.675,,,,,50.0,,,,,,,,,,,,
38364,15307,2023-04-24,28.314,30.282,6.289,7.698,12.687,12.579,7.651,,35.0,,,,,,,,,,,,
37150,20390,2023-05-20,27.3,29.2,,,3.0,2.0,8.0,,37.5,,,,,,,,,,,,
35568,15869,2023-01-20,27.1,28.5,4.5,4.6,14.0,13.0,7.7,7.8,37.5,,,,,,,,,,,,
32215,21413,2022-07-24,26.867,28.349,5.914,7.416,9.514,9.371,8.427,,,,,,,,,,,,,,
13267,16298,2022-09-18,26.0,29.0,,,19.0,19.0,8.2,,25.0,,,,,,,,,,,,
20106,19433,2022-05-13,30.0,31.0,,,22.0,22.0,8.3,8.4,32.5,,,,,,,,,,,,
31447,16267,2022-12-20,28.0,30.0,,,29.0,,7.5,7.8,25.0,,,,2.136,106.0,5400.0,480.0,1196.0,0.0,106.0,111.0,1480000.0
32640,16393,2022-05-16,28.0,31.0,,,30.0,30.0,8.3,8.5,50.0,,,,,,,,,,,,
34733,20841,2023-06-07,26.666666667,27.5,4.633333333,4.8,,,6.933333333,7.1,55.0,,,,,,,,,,,,
7388,19755,2023-06-25,26.1,28.3,4.95,4.44,27.0,25.0,7.9,,30.0,,,,,,,,,,,,
18351,18675,2021-11-08,28.0,30.0,4.89,6.61,,24.0,7.82,8.11,,,0.04,3.0,0.014,132.0,4800.0,1300.0,3500.0,4.0,128.0,51.0,0.0
14351,17112,2022-10-05,,29.049,,4.003,,32.226,,7.763,30.0,,,,,,,,,,,,
31461,15782,2022-11-13,29.0,29.0,,,29.0,,9.1,9.4,30.0,,,,,,,,,,,,
28946,20401,2021-12-07,,,,,,,,,,,0.008,,0.042,94.0,4100.0,600.0,3500.0,,94.0,50.0,280.0
37073,15503,2023-07-07,27.55,,4.44,,15.66,,7.88,,,,,,,,,,,,,,
12547,18326,2022-07-17,28.5,29.3,,,,,7.7,,29.0,,,,,,,,,,,,
7366,20610,2022-12-12,28.9,31.8,3.32,6.25,25.0,25.0,7.7,8.5,22.0,,,,,,,,,,,,512500.0
31256,17532,2022-05-26,29.0,,,,18.0,,7.57,,30.0,,,,,,,,,,,,
37346,15499,2023-02-21,27.4,28.1,5.4,5.6,16.0,16.0,7.67,8.01,27.5,,,,,,,,,,,,
21960,15066,2021-04-15,29.0,30.2,5.82,5.55,24.0,,8.07,8.24,55.0,,,,,,,,,,,,900000.0
38470,15067,2023-02-20,29.964,32.726,4.021,7.761,16.011,13.471,7.886,,,,,,,,,,,,,,
35562,22445,2023-01-18,26.1,26.9,4.2,4.5,17.0,17.0,7.5,7.7,32.5,,,,,,,,,,,,
